,Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion Label
241,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,neutral
242,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,neutral
243,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,disgust
244,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,surprise
245,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,joy
246,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",neutral
247,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,joy
248,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",fear
249,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",neutral
250,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",neutral
251,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,surprise
252,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",neutral
253,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,neutral
254,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",neutral
255,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,surprise
256,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,neutral
257,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,joy
258,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,neutral
259,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,neutral
260,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,neutral
261,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,neutral
262,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",joy
263,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",joy
264,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,neutral
265,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,surprise
266,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",neutral
267,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,neutral
268,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,surprise
269,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,neutral
270,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",neutral
271,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,anger
272,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,neutral
273,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",anger
274,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,surprise
275,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,neutral
276,2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",neutral
277,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,neutral
278,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",disgust
279,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,neutral
280,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,surprise
281,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,surprise
282,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,fear
283,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",neutral
284,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",anger
285,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",neutral
286,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,anger
287,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",neutral
288,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,neutral
289,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,neutral
290,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,fear
291,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",neutral
292,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,surprise
293,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,disgust
294,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,neutral
295,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,sadness
296,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,joy
297,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",neutral
298,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",neutral
299,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",neutral
300,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",neutral
301,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",neutral
302,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,neutral
303,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,joy
304,2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,neutral
305,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,neutral
306,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,neutral
307,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",neutral
308,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",neutral
309,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,neutral
310,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,neutral
311,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,neutral
312,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?,neutral
313,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you.",neutral
314,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,joy
315,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.,neutral
316,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",sadness
317,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you.",anger
318,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.,anger
319,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?,anger
320,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us.,neutral
321,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,It's all right. It's all right.,neutral
322,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us!,surprise
323,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?",surprise
324,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,Ten,neutral
325,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Ten.,neutral
326,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,The things I do for love.,joy
327,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"You need to drink, child... And eat.",neutral
328,2011-04-24,Season 1,Episode 2,The Kingsroad,daenerys targaryen,Isn't there anything else?,neutral
329,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,The Dothraki have two things in abundance,neutral
330,2011-04-24,Season 1,Episode 2,The Kingsroad,doreah,Khaleesi!,surprise
331,2011-04-24,Season 1,Episode 2,The Kingsroad,irri,Your hands.,anger
332,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there.",neutral
333,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.,neutral
334,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"As you wish, your Grace.",sadness
335,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?",disgust
336,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,Selling to one... Some poachers I caught on my land.,disgust
337,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Under my reign, you won't be punished for such nonsense. You can rest assured of that.",neutral
338,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today.",neutral
339,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Before you go, you will call on Lord and Lady Stark and offer your sympathies.",neutral
340,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,What good will my sympathies do them?,anger
341,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,None. But it is expected of you. Your absence has already been noted.,neutral
342,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,The boy means nothing to me. And I can't stand the wailing of women.,sadness
343,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,One word and I'll hit you again.,neutral
344,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,I'm telling mother!,anger
345,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?",sadness
346,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,You can't...,neutral
347,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Do you understand?,surprise
348,2011-04-24,Season 1,Episode 2,The Kingsroad,sandor clegane,"The Prince will remember that, little lord.",neutral
349,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast...",neutral
350,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black.",disgust
351,2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Little brother.,neutral
352,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Beloved siblings.,joy
353,2011-04-24,Season 1,Episode 2,The Kingsroad,myrcella baratheon,Is Bran going to die?,surprise
354,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Apparently not.,neutral
355,2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,What do you mean?,surprise
356,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,The Maester says the boy may live.,neutral
357,2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,"It's no mercy, letting a child linger in such pain.",disgust
358,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.,neutral
